temperature,humidity,light_lux,soil_moisture,flower_stage
24.61,63.73,14086.0,49.57,open
30.32,60.38,10620.0,52.24,open
26.06,82.54,12480.0,30.26,ready
28.43,80.8,8350.0,43.66,closed
26.75,69.4,11252.0,53.15,open
31.61,76.55,9930.0,41.07,closed
29.9,88.91,8030.0,52.07,closed
25.66,63.18,14919.0,36.09,open
28.99,71.59,8702.0,54.91,closed
24.52,63.8,14469.0,44.61,open
31.97,82.08,14224.0,49.34,ready
25.65,61.43,8837.0,38.06,closed
25.5,71.78,14694.0,45.53,ready
26.45,73.79,12971.0,44.45,ready
24.0,88.99,13968.0,47.51,ready
29.64,71.29,13509.0,47.24,ready
24.71,86.69,10511.0,46.12,open
30.6,73.99,13369.0,41.3,ready
28.55,80.31,13872.0,50.3,ready
27.06,80.86,13907.0,49.43,ready
30.42,63.87,14610.0,40.83,open
25.46,88.52,11098.0,34.94,open
26.28,72.19,12374.0,47.47,ready
31.1,67.25,13871.0,31.72,open
30.68,89.54,8879.0,33.97,closed
27.36,73.46,14207.0,39.6,ready
29.34,70.66,11834.0,33.24,open
25.19,74.49,8077.0,30.95,closed
25.23,88.31,12590.0,33.96,ready
27.23,77.23,11670.0,37.88,open
24.46,83.3,8225.0,36.45,closed
25.34,63.66,13024.0,49.67,open
29.21,82.92,9673.0,43.15,closed
27.67,79.65,11863.0,45.21,open
30.01,79.61,13376.0,54.96,ready
30.45,64.72,8366.0,54.36,closed
29.19,78.53,14799.0,31.48,ready
27.93,70.9,8359.0,40.99,closed
26.21,62.97,12718.0,53.76,open
27.42,60.9,10365.0,33.43,open
24.43,83.57,9319.0,41.25,closed
25.49,63.91,10412.0,34.9,open
28.94,68.93,14711.0,49.9,open
30.78,78.2,9410.0,34.32,closed
27.91,68.56,9741.0,43.21,closed
26.8,86.23,14925.0,51.32,ready
27.41,69.98,9402.0,30.02,closed
31.12,83.57,10917.0,39.71,open
24.41,83.51,14379.0,54.74,ready
30.48,62.24,11472.0,48.45,open
30.77,77.73,14621.0,44.05,ready
27.57,77.66,11691.0,54.14,open
28.44,75.25,11065.0,38.55,open
27.16,74.49,13226.0,42.29,ready
29.57,65.88,10046.0,31.16,open
28.77,83.76,8606.0,45.65,closed
25.21,73.46,13958.0,33.53,ready
29.35,63.92,11829.0,40.82,open
30.39,80.28,9153.0,32.67,closed
29.05,61.48,14566.0,47.3,open
25.37,87.45,9731.0,30.09,closed
27.05,77.32,12752.0,54.74,ready
27.46,76.79,8706.0,34.82,closed
29.78,81.56,13988.0,30.93,ready
24.57,62.94,8928.0,31.14,closed
27.85,89.84,9153.0,43.11,closed
31.13,81.05,8925.0,31.74,closed
31.18,75.96,11091.0,48.83,open
26.87,81.86,10828.0,50.96,open
26.3,80.8,12055.0,47.72,ready
31.12,75.53,10358.0,44.26,open
26.25,82.11,9037.0,32.5,closed
27.48,87.97,8301.0,37.99,closed
27.35,82.08,9758.0,40.92,closed
31.14,80.1,13344.0,48.79,ready
28.97,88.12,12351.0,45.7,ready
25.07,63.38,8734.0,52.97,closed
30.92,75.13,13288.0,31.21,ready
28.1,80.59,8434.0,43.21,closed
25.65,86.09,12541.0,49.6,ready
27.29,63.12,12749.0,39.11,open
29.31,64.49,14950.0,30.1,open
25.26,66.29,12850.0,49.01,open
25.29,71.74,13662.0,40.8,ready
30.86,60.85,13313.0,48.16,open
30.63,61.18,11749.0,39.52,open
30.59,62.04,9407.0,42.6,closed
24.76,71.28,8067.0,51.51,closed
24.95,66.73,13520.0,52.22,open
28.81,75.65,13069.0,39.58,ready
31.61,61.69,10883.0,42.21,open
31.62,70.05,8509.0,35.64,closed
26.35,87.45,8463.0,47.01,closed
30.29,88.68,14397.0,52.79,ready
31.98,67.78,9323.0,42.72,closed
27.19,84.23,13884.0,39.23,ready
27.66,85.79,8368.0,33.04,closed
29.53,71.46,8785.0,46.53,closed
28.48,73.28,14787.0,31.92,ready
30.54,60.34,14720.0,46.53,open
27.89,85.49,8351.0,34.78,closed
26.37,60.28,14487.0,49.65,open
24.32,71.4,13883.0,45.45,ready
28.33,60.73,9038.0,30.52,closed
24.78,86.33,8588.0,46.04,closed
25.7,81.39,11954.0,38.4,open
31.18,64.6,8847.0,45.69,closed
26.15,83.3,13841.0,33.86,ready
31.04,75.11,10830.0,44.26,open
25.17,71.69,10585.0,37.11,open
29.44,81.57,10514.0,50.4,open
28.32,69.25,10700.0,43.08,open
29.62,70.88,10197.0,42.65,open
29.17,88.88,11123.0,36.12,open
30.73,61.64,12746.0,37.86,open
27.0,65.37,14479.0,53.01,open
27.03,74.47,9473.0,32.97,closed
31.65,80.01,14116.0,43.4,ready
24.37,89.0,9165.0,43.13,closed
25.06,71.68,10226.0,34.89,open
31.66,61.03,12582.0,45.75,open
25.84,83.67,10910.0,51.64,open
25.52,80.27,8984.0,44.93,closed
30.92,68.19,14582.0,45.55,open
28.75,60.02,14667.0,30.63,open
25.03,69.04,10273.0,45.04,open
25.97,81.1,8024.0,43.61,closed
25.99,84.71,8317.0,52.43,closed
30.42,66.65,9717.0,48.3,closed
29.98,70.27,11676.0,51.91,open
28.15,78.1,8835.0,30.69,closed
31.8,67.0,9658.0,45.66,closed
24.15,83.97,10671.0,42.26,open
24.05,60.3,12037.0,40.79,open
24.5,63.54,8465.0,49.08,closed
24.61,64.72,11882.0,44.21,open
26.86,87.5,10715.0,31.68,open
29.95,60.28,12305.0,44.57,open
24.46,79.52,12865.0,38.03,ready
24.36,67.73,14492.0,44.11,open
30.48,65.47,14908.0,35.61,open
25.22,87.24,8536.0,39.96,closed
26.75,65.67,9971.0,46.28,closed
31.37,81.55,10404.0,35.19,open
26.59,77.89,13855.0,48.06,ready
25.55,61.57,13408.0,31.94,open
25.11,74.89,13399.0,32.07,ready
30.7,74.53,10902.0,51.44,open
28.33,80.61,14053.0,54.64,ready
30.66,82.65,8793.0,51.63,closed
28.13,74.31,14356.0,45.09,ready
25.83,72.74,13800.0,33.61,ready
29.1,60.7,10722.0,42.68,open
24.91,84.89,11294.0,34.4,open
27.88,75.82,10309.0,32.28,open
28.0,79.29,8135.0,35.63,closed
26.35,86.67,12637.0,33.82,ready
25.76,81.08,9658.0,37.49,closed
25.07,81.06,11933.0,52.98,open
26.73,70.36,9709.0,54.09,closed
31.76,81.2,13103.0,34.29,ready
26.71,78.57,13449.0,46.81,ready
24.67,89.49,9205.0,43.05,closed
29.79,74.09,9124.0,42.44,closed
29.19,69.29,11501.0,42.36,open
29.83,87.03,13886.0,35.44,ready
29.82,68.25,10983.0,51.06,open
31.75,69.23,14969.0,45.32,open
25.61,61.03,10320.0,43.65,open
24.29,66.11,14168.0,40.76,open
24.56,86.6,14156.0,35.96,ready
25.93,81.57,13535.0,32.46,ready
27.69,65.92,13066.0,46.22,open
26.53,62.01,13933.0,48.83,open
26.71,80.99,10736.0,31.32,open
28.26,75.13,9475.0,37.29,closed
26.59,61.09,14789.0,31.19,open
29.97,62.04,14818.0,39.22,open
24.44,87.86,9412.0,31.62,closed
24.53,62.88,13680.0,34.14,open
27.27,71.71,11081.0,50.57,open
28.15,68.82,11009.0,42.5,open
29.27,65.76,8551.0,42.97,closed
31.89,66.53,13317.0,33.94,open
24.21,83.28,11459.0,32.16,open
27.43,74.82,14517.0,43.55,ready
30.36,84.58,8720.0,31.97,closed
29.07,75.36,14583.0,54.93,ready
31.22,67.82,10509.0,49.55,open
24.53,81.12,14028.0,43.65,ready
31.64,61.65,9398.0,35.68,closed
26.06,62.76,9860.0,44.83,closed
26.49,71.37,8746.0,33.72,closed
28.15,66.04,10158.0,37.55,open
30.11,72.58,12617.0,48.26,ready
29.56,76.26,12302.0,39.84,ready
26.72,75.76,11898.0,43.39,open
31.97,82.07,9703.0,47.91,closed
31.32,84.63,12059.0,33.16,ready
30.52,77.42,11205.0,35.18,open
28.39,83.08,12988.0,43.84,ready
31.86,66.24,10601.0,43.65,open
28.38,80.12,11254.0,30.9,open
24.31,79.03,13188.0,41.05,ready
25.08,62.5,8264.0,32.32,closed
28.17,76.17,14198.0,35.69,ready
31.79,63.49,9430.0,42.54,closed
26.36,68.32,10426.0,33.18,open
27.97,86.85,9663.0,33.7,closed
28.43,65.74,8034.0,52.27,closed
24.37,65.64,12226.0,31.87,open
29.54,67.55,8664.0,33.62,closed
29.52,73.78,14081.0,43.82,ready
28.15,61.64,14596.0,41.65,open
30.72,88.61,10168.0,48.5,open
28.74,86.7,9395.0,53.72,closed
28.63,73.81,8763.0,43.41,closed
30.69,75.27,12965.0,34.28,ready
27.76,67.86,10613.0,48.12,open
24.54,79.55,14620.0,41.55,ready
29.25,78.56,11963.0,36.41,open
27.85,65.22,13025.0,40.29,open
29.51,83.02,11434.0,42.6,open
25.11,87.31,9079.0,52.74,closed
28.76,68.52,9484.0,42.59,closed
24.78,89.09,10041.0,41.8,open
31.46,89.1,12087.0,37.01,ready
26.84,63.2,11565.0,32.32,open
28.25,84.95,13879.0,41.58,ready
31.25,84.94,9696.0,52.23,closed
30.09,65.93,12495.0,44.1,open
24.14,76.12,11199.0,52.0,open
31.94,66.44,10472.0,39.29,open
29.44,65.7,9248.0,38.75,closed
26.31,82.54,8009.0,39.91,closed
29.83,75.42,13633.0,38.86,ready
30.51,74.76,10226.0,53.47,open
24.71,68.03,9887.0,42.46,closed
27.43,65.73,13491.0,31.08,open
26.8,87.92,8326.0,36.68,closed
30.42,70.96,11889.0,32.71,open
28.76,75.18,8375.0,41.1,closed
29.42,72.77,11632.0,34.23,open
31.85,66.58,9220.0,41.68,closed
31.46,86.03,10289.0,52.35,open
25.86,63.17,8282.0,53.05,closed
24.55,60.42,14711.0,49.7,open
25.79,87.7,8213.0,38.45,closed
27.6,85.88,9348.0,54.28,closed
25.22,63.0,13861.0,36.91,open
26.31,73.44,14775.0,51.31,ready
24.88,74.57,13030.0,45.24,ready
24.2,60.17,8280.0,54.3,closed
29.09,81.74,12650.0,42.57,ready
26.19,64.51,10397.0,31.92,open
31.76,69.39,13971.0,49.4,open
26.55,83.82,11455.0,46.4,open
24.54,68.92,12671.0,52.74,open
30.08,71.3,14496.0,51.64,ready
26.45,85.34,11416.0,51.86,open
24.51,85.09,14271.0,30.51,ready
31.61,73.94,9047.0,38.54,closed
29.06,87.88,14220.0,36.07,ready
24.5,84.18,10304.0,49.92,open
31.04,71.02,13336.0,35.75,ready
29.27,88.87,14641.0,35.55,ready
24.71,77.27,12441.0,46.56,ready
28.04,63.67,11177.0,43.18,open
30.24,76.85,12202.0,44.38,ready
30.27,86.82,14840.0,31.55,ready
31.21,74.46,11931.0,40.88,open
26.73,71.64,12755.0,32.94,ready
24.96,82.81,9481.0,39.83,closed
28.3,80.26,13789.0,35.93,ready
30.21,77.49,11818.0,50.21,open
29.34,74.46,14462.0,44.35,ready
26.37,88.48,9874.0,36.69,closed
29.35,63.59,11569.0,32.11,open
24.42,63.93,14514.0,50.31,open
31.55,62.72,11222.0,50.23,open
25.73,76.96,13433.0,32.16,ready
31.15,77.45,12594.0,49.35,ready
24.78,82.83,14871.0,32.51,ready
24.7,86.03,14631.0,54.82,ready
24.35,71.2,9069.0,54.17,closed
29.19,88.97,10532.0,44.63,open
30.95,63.28,13018.0,52.25,open
27.59,60.68,9104.0,31.88,closed
26.74,72.15,10446.0,54.27,open
27.63,75.54,10377.0,54.63,open
28.4,68.84,8629.0,31.99,closed
24.53,85.24,9540.0,46.49,closed
28.36,83.69,11904.0,49.28,open
29.35,67.96,13433.0,40.67,open
26.75,71.8,13650.0,31.07,ready
25.07,72.83,11117.0,52.86,open
27.44,73.82,10434.0,48.53,open
32.0,84.34,12705.0,35.61,ready
31.14,64.55,9356.0,50.75,closed
30.97,63.13,8302.0,50.54,closed
24.21,74.23,12734.0,45.3,ready
28.82,65.71,10877.0,39.73,open
27.57,70.12,9598.0,37.24,closed
24.92,73.61,11021.0,40.08,open
25.87,74.1,13604.0,49.16,ready
30.4,74.41,11596.0,48.75,open
30.14,82.57,10035.0,34.81,open
30.06,81.58,9660.0,35.21,closed
29.61,60.93,9660.0,49.92,closed
29.51,80.88,14036.0,46.07,ready
25.97,76.8,8442.0,44.26,closed
29.15,67.88,14943.0,32.62,open
29.51,85.4,9749.0,45.65,closed
31.64,75.66,10956.0,54.78,open
25.14,70.53,13048.0,51.25,ready
28.31,85.25,12830.0,54.03,ready
25.69,77.56,8089.0,48.06,closed
27.11,84.61,11309.0,49.6,open
26.3,62.17,8434.0,32.97,closed
31.27,65.89,9938.0,43.84,closed
24.71,73.13,11133.0,33.5,open
29.93,70.34,14781.0,33.38,ready
31.49,62.06,12115.0,49.57,open
24.63,79.86,10336.0,49.4,open
28.18,85.32,12124.0,37.59,ready
27.97,76.13,11205.0,34.44,open
29.95,85.06,8893.0,52.72,closed
24.04,73.38,8387.0,51.7,closed
29.09,69.88,12593.0,49.53,open
27.51,69.81,14696.0,47.36,open
28.46,68.04,8108.0,43.52,closed
31.57,74.51,13299.0,30.78,ready
29.67,64.37,12481.0,46.14,open
26.54,62.5,10820.0,48.95,open
24.55,61.35,9025.0,47.14,closed
29.42,83.47,14169.0,32.8,ready
31.92,68.06,11687.0,48.12,open
30.34,68.5,14250.0,54.39,open
26.38,67.94,12717.0,31.51,open
30.02,68.17,13351.0,37.65,open
25.13,81.61,8777.0,48.65,closed
26.86,73.16,9336.0,31.65,closed
27.92,65.18,11373.0,41.48,open
25.01,73.75,13272.0,54.3,ready
31.01,85.05,13250.0,38.72,ready
31.03,80.94,14130.0,46.85,ready
31.71,70.79,11668.0,50.91,open
24.44,89.76,12174.0,53.28,ready
30.9,89.83,14494.0,54.74,ready
26.61,76.15,11293.0,44.74,open
30.24,76.07,14708.0,48.29,ready
31.31,83.4,8620.0,48.81,closed
24.29,64.32,12961.0,51.27,open
31.54,62.63,9810.0,46.45,closed
27.51,70.07,14835.0,54.83,ready
27.82,67.71,11369.0,37.11,open
24.99,80.61,8267.0,48.1,closed
29.0,89.58,13421.0,39.35,ready
28.26,68.84,9291.0,37.47,closed
28.72,74.97,11362.0,44.29,open
27.68,68.26,10498.0,30.86,open
27.87,76.27,10142.0,45.36,open
30.64,76.97,11438.0,33.31,open
31.27,80.0,11907.0,46.04,open
26.38,62.62,12038.0,42.19,open
28.85,60.32,10370.0,46.78,open
25.93,68.27,8954.0,43.79,closed
31.57,75.81,9212.0,41.43,closed
26.12,67.95,13277.0,37.43,open
27.22,72.88,8660.0,50.72,closed
31.16,65.24,10274.0,35.95,open
30.15,64.9,12178.0,36.59,open
25.72,76.74,14006.0,45.3,ready
24.19,70.26,11591.0,48.01,open
30.43,87.44,10429.0,52.05,open
30.24,60.16,14326.0,34.67,open
29.41,62.54,9343.0,46.08,closed
30.71,87.29,10620.0,38.18,open
25.56,86.37,8025.0,36.14,closed
31.84,80.05,12854.0,40.83,ready
29.21,60.59,10177.0,44.73,open
30.35,73.4,8618.0,33.64,closed
29.2,82.34,11961.0,54.26,open
31.56,63.13,10995.0,52.56,open
28.8,64.4,9201.0,53.71,closed
31.98,61.54,10686.0,38.45,open
24.34,74.26,9997.0,51.98,closed
24.27,89.0,11082.0,30.89,open
26.63,74.11,8150.0,34.66,closed
25.29,63.37,8564.0,38.49,closed
26.06,67.42,10790.0,30.04,open
25.47,66.35,8099.0,51.22,closed
27.69,75.09,13004.0,31.84,ready
30.39,88.63,12579.0,48.88,ready
26.6,78.86,11370.0,35.14,open
26.23,63.94,10740.0,32.84,open
25.28,68.95,13892.0,32.06,open
28.96,71.16,8373.0,38.45,closed
31.24,71.13,10564.0,41.28,open
25.49,74.46,12288.0,52.36,ready
28.0,66.0,9429.0,47.99,closed
29.07,72.36,9013.0,46.92,closed
28.62,81.28,9780.0,32.14,closed
26.54,81.61,11735.0,50.25,open
28.54,89.02,13670.0,48.96,ready
30.87,65.71,11449.0,49.96,open
25.24,81.97,8271.0,50.0,closed
28.67,81.62,13467.0,43.43,ready
28.11,79.14,14453.0,50.52,ready
26.78,67.24,8509.0,37.99,closed
25.08,65.95,12936.0,47.91,open
30.97,76.37,9623.0,53.97,closed
27.92,62.13,12398.0,40.56,open
24.56,79.14,9536.0,52.04,closed
27.37,73.28,8058.0,52.44,closed
30.95,69.68,12951.0,52.54,open
28.35,71.49,14680.0,50.89,ready
29.14,69.13,11649.0,45.92,open
26.45,77.76,14748.0,30.55,ready
26.6,73.34,12358.0,51.52,ready
26.42,81.24,8043.0,32.68,closed
28.15,66.09,8326.0,34.81,closed
28.86,73.56,11026.0,44.75,open
28.32,77.81,12021.0,32.74,ready
27.97,74.12,9227.0,37.03,closed
31.7,84.27,14310.0,46.68,ready
28.31,71.22,8641.0,37.62,closed
24.63,78.45,9969.0,47.47,closed
26.62,76.89,8541.0,47.87,closed
30.89,84.95,14252.0,53.45,ready
31.35,82.02,11579.0,33.15,open
25.54,74.44,14033.0,49.9,ready
25.57,73.53,11302.0,41.61,open
29.7,80.02,13032.0,41.39,ready
29.56,63.39,11335.0,51.0,open
27.41,79.03,12281.0,42.04,ready
31.43,81.73,14679.0,37.2,ready
30.62,66.83,8010.0,53.91,closed
30.37,84.38,9802.0,30.3,closed
27.13,62.91,12727.0,32.62,open
30.31,69.31,12969.0,30.4,open
31.52,85.6,8703.0,39.96,closed
30.6,72.07,14404.0,37.89,ready
25.48,66.91,10297.0,35.59,open
25.94,69.07,11397.0,44.91,open
24.89,62.21,13218.0,45.66,open
26.52,88.47,10664.0,42.34,open
31.12,86.45,14122.0,45.3,ready
29.38,74.55,10455.0,44.64,open
31.15,85.18,12989.0,31.12,ready
26.78,62.12,14473.0,44.02,open
31.26,74.59,9634.0,47.93,closed
27.59,84.32,14031.0,54.16,ready
26.68,83.42,12559.0,39.6,ready
27.64,89.24,11068.0,44.98,open
25.36,75.97,14894.0,53.69,ready
28.58,89.67,13785.0,53.13,ready
27.14,71.01,14382.0,48.03,ready
31.2,86.85,10494.0,54.49,open
31.8,73.51,14575.0,44.36,ready
29.63,70.23,8825.0,43.18,closed
26.52,68.62,10142.0,39.61,open
30.97,61.18,11151.0,35.05,open
27.41,74.9,8991.0,54.19,closed
29.83,72.05,8696.0,33.12,closed
27.18,86.21,11662.0,48.05,open
29.4,74.76,11688.0,31.31,open
31.36,70.4,12407.0,51.73,ready
25.3,72.54,14252.0,40.41,ready
24.09,68.94,13329.0,40.26,open
30.78,85.7,9370.0,47.86,closed
25.65,74.47,14455.0,35.16,ready
31.26,63.69,8406.0,53.59,closed
26.17,87.68,8264.0,33.79,closed
26.62,70.49,14616.0,37.21,ready
29.66,72.91,13316.0,35.08,ready
24.41,78.71,14006.0,53.46,ready
26.38,88.42,11852.0,43.14,open
31.97,72.49,13285.0,36.05,ready
31.63,63.2,8732.0,40.39,closed
27.38,65.18,11542.0,40.67,open
24.97,72.49,14321.0,50.16,ready
27.92,82.81,8372.0,35.27,closed
31.9,60.36,14258.0,53.63,open
31.0,75.41,8162.0,48.94,closed
24.48,85.85,14899.0,45.26,ready
30.24,62.99,9468.0,42.78,closed
28.86,71.11,12759.0,31.2,ready
31.2,60.21,14504.0,46.98,open
29.73,88.85,9575.0,33.59,closed
24.86,65.53,10548.0,40.18,open
25.92,84.68,10061.0,38.35,open
25.92,73.02,14944.0,53.84,ready
31.18,81.02,10109.0,31.84,open
24.93,65.1,9335.0,51.09,closed
24.66,84.09,12078.0,41.58,ready
27.47,63.82,12147.0,38.45,open
24.85,60.38,13067.0,48.64,open
25.36,85.89,14547.0,46.03,ready
29.02,84.64,8980.0,36.75,closed
26.27,80.29,11025.0,39.88,open
24.74,69.97,12413.0,54.48,open
31.07,75.21,13798.0,54.92,ready
29.78,60.22,12064.0,41.45,open
30.62,65.13,10256.0,42.92,open
30.67,79.34,9624.0,33.67,closed
30.26,82.99,14003.0,35.94,ready
31.24,66.33,11767.0,31.81,open
24.85,88.46,12390.0,34.24,ready
26.67,81.26,14682.0,49.81,ready
30.45,66.28,10414.0,31.27,open
31.65,66.16,11598.0,47.24,open
29.2,69.98,13811.0,46.26,open
30.2,76.62,13526.0,32.4,ready
31.36,73.67,12596.0,35.85,ready
30.02,70.21,9325.0,52.46,closed
28.51,77.14,9342.0,40.2,closed
29.3,72.4,9215.0,34.59,closed
26.36,67.07,11988.0,38.3,open
28.31,68.46,13280.0,44.92,open
25.18,78.42,9055.0,46.02,closed
25.3,67.37,11727.0,44.53,open
26.48,66.99,13174.0,39.11,open
28.25,65.97,10911.0,44.1,open
25.25,87.04,9278.0,50.14,closed
27.64,81.64,9350.0,37.27,closed
25.19,86.21,8902.0,31.14,closed
25.75,64.69,13969.0,46.19,open
28.12,84.83,11269.0,42.04,open
28.16,72.97,10906.0,43.86,open
24.09,85.28,13087.0,34.68,ready
31.79,67.3,13847.0,47.75,open
27.78,64.21,9497.0,39.79,closed
25.57,82.08,11416.0,46.71,open
30.25,73.15,13348.0,38.62,ready
28.13,81.76,8559.0,54.9,closed
28.46,75.05,14425.0,31.23,ready
31.51,76.07,12582.0,45.62,ready
24.06,62.63,12344.0,50.34,open
26.08,74.8,8423.0,37.93,closed
24.85,88.81,14151.0,52.31,ready
24.05,61.68,11401.0,40.99,open
31.16,62.55,10869.0,52.26,open
25.81,66.14,11941.0,51.32,open
24.61,85.42,14698.0,43.8,ready
25.68,85.58,14762.0,51.08,ready
26.55,80.62,11193.0,38.76,open
25.06,82.97,8926.0,51.49,closed
26.29,73.91,11279.0,30.02,open
28.99,86.84,13091.0,42.33,ready
31.34,65.51,8088.0,43.1,closed
25.12,85.93,10283.0,32.61,open
26.42,64.19,14483.0,53.27,open
25.14,85.31,13717.0,34.41,ready
24.2,87.81,14674.0,34.06,ready
27.29,73.68,9328.0,42.63,closed
27.43,83.93,9121.0,50.2,closed
29.83,75.54,9919.0,43.07,closed
26.32,69.49,9070.0,38.26,closed
26.56,77.19,13859.0,50.21,ready
31.42,79.21,9599.0,53.27,closed
30.76,73.5,11367.0,38.83,open
30.18,74.85,11965.0,34.01,open
29.58,68.73,11298.0,34.56,open
28.0,86.17,9937.0,46.86,closed
27.59,71.59,13780.0,48.82,ready
28.42,85.39,11146.0,47.83,open
30.55,84.68,12749.0,43.3,ready
26.83,66.58,10614.0,50.7,open
27.15,65.07,13605.0,51.34,open
28.78,73.88,10749.0,39.6,open
28.56,72.87,13541.0,39.8,ready
30.84,88.07,13588.0,40.33,ready
30.48,63.87,11026.0,45.21,open
29.66,61.41,14017.0,41.98,open
31.51,87.67,12999.0,35.32,ready
26.81,83.78,9514.0,50.9,closed
24.43,80.64,11036.0,47.41,open
29.58,72.54,12919.0,42.24,ready
24.51,80.06,8232.0,30.24,closed
24.49,68.4,8425.0,48.79,closed
29.17,66.7,8506.0,38.57,closed
24.58,75.03,14264.0,49.55,ready
25.38,63.8,14361.0,51.85,open
31.77,76.35,13348.0,45.6,ready
25.21,82.86,8335.0,32.68,closed
24.48,64.15,11185.0,45.89,open
28.83,75.51,14520.0,41.69,ready
29.22,69.79,8831.0,51.45,closed
27.27,69.0,10794.0,39.51,open
29.16,64.88,13673.0,43.59,open
30.75,66.13,11642.0,31.33,open
31.5,76.82,12784.0,51.06,ready
29.84,84.29,13693.0,36.78,ready
24.21,74.12,13263.0,41.84,ready
30.49,69.08,9229.0,33.17,closed
28.85,76.3,10302.0,43.62,open
28.82,87.92,10992.0,47.95,open
24.4,61.07,12262.0,40.04,open
25.86,86.45,8763.0,47.46,closed
29.3,67.34,11499.0,35.27,open
27.7,72.11,13172.0,51.7,ready
27.02,61.27,8681.0,50.02,closed
29.08,60.43,11417.0,39.88,open
27.91,62.71,14312.0,54.88,open
25.57,85.27,8080.0,43.68,closed
25.09,82.95,12891.0,47.93,ready
31.41,70.63,9028.0,50.43,closed
30.92,68.78,8215.0,42.86,closed
30.23,68.46,12172.0,51.08,open
24.53,85.52,11009.0,51.96,open
30.53,67.98,11405.0,48.78,open
24.39,67.98,12516.0,42.69,open
28.48,82.87,14761.0,50.2,ready
27.72,73.35,14551.0,53.82,ready
25.16,86.29,10132.0,37.17,open
31.62,68.33,13171.0,38.47,open
26.83,63.77,13013.0,49.35,open
31.26,67.38,11022.0,39.63,open
25.08,67.57,14874.0,30.71,open
25.7,72.29,14232.0,46.05,ready
30.1,63.51,13083.0,38.21,open
29.44,76.32,9917.0,31.91,closed
30.17,76.32,9197.0,37.57,closed
24.66,74.31,9684.0,44.62,closed
29.88,79.45,14254.0,53.55,ready
27.18,72.38,9692.0,36.52,closed
26.25,69.77,11910.0,42.65,open
26.61,66.22,11982.0,36.01,open
24.84,74.15,9558.0,46.27,closed
27.22,80.51,14783.0,38.41,ready
24.7,77.79,10290.0,35.48,open
27.16,69.85,8155.0,44.11,closed
26.05,71.5,11135.0,46.54,open
30.45,69.44,12068.0,34.98,open
29.16,73.37,9290.0,53.79,closed
30.04,85.4,8589.0,54.93,closed
28.63,65.14,8639.0,54.67,closed
29.09,88.16,14091.0,39.07,ready
26.46,76.58,11471.0,47.39,open
27.23,61.47,8312.0,36.77,closed
30.59,71.46,10437.0,46.93,open
30.62,73.95,13170.0,43.01,ready
27.42,64.08,12220.0,47.39,open
25.29,67.64,10304.0,40.53,open
24.7,84.99,11536.0,34.23,open
31.74,63.93,11609.0,30.3,open
30.31,70.94,14712.0,52.85,ready
28.84,83.64,10997.0,51.1,open
24.26,83.92,10458.0,46.81,open
25.47,72.24,9873.0,40.67,closed
25.54,79.87,8637.0,48.67,closed
29.54,66.09,13640.0,45.51,open
28.65,79.45,13679.0,42.66,ready
27.18,64.05,10603.0,35.39,open
30.28,79.02,11276.0,40.82,open
28.04,66.93,8922.0,46.16,closed
26.91,80.49,11970.0,36.73,open
30.95,87.59,9617.0,42.53,closed
31.68,87.37,13702.0,41.12,ready
31.02,62.23,14705.0,38.04,open
27.18,64.75,10104.0,40.72,open
28.57,77.05,8071.0,51.91,closed
27.94,66.52,11214.0,41.93,open
25.93,75.29,9289.0,38.65,closed
25.6,80.44,12577.0,39.17,ready
27.53,72.68,11546.0,36.41,open
25.22,77.62,12365.0,31.9,ready
24.13,88.52,13930.0,54.88,ready
27.6,69.43,10742.0,47.42,open
31.27,64.93,14870.0,36.36,open
28.88,79.46,13487.0,47.75,ready
27.13,78.46,9713.0,53.94,closed
24.09,76.7,13385.0,40.3,ready
29.64,63.44,14513.0,47.6,open
25.02,77.31,14204.0,31.43,ready
28.99,66.71,9462.0,31.31,closed
28.75,63.52,13820.0,34.81,open
25.97,87.06,9827.0,48.91,closed
29.56,88.03,13761.0,46.54,ready
24.2,72.47,14372.0,41.48,ready
25.71,62.49,10786.0,52.53,open
31.68,83.78,12855.0,34.16,ready
27.27,84.9,9966.0,43.37,closed
28.16,80.8,12285.0,34.31,ready
29.18,85.36,10630.0,42.02,open
29.95,71.17,13333.0,39.7,ready
26.87,62.26,10866.0,46.77,open
30.46,75.51,12269.0,32.06,ready
31.97,81.12,9236.0,45.08,closed
27.31,62.26,10751.0,40.23,open
26.77,60.94,11924.0,33.46,open
29.47,60.54,11942.0,35.14,open
25.57,83.16,12211.0,30.1,ready
26.96,62.2,9996.0,44.2,closed
26.65,61.62,13286.0,37.28,open
30.92,82.98,9131.0,43.33,closed
26.62,85.54,11009.0,52.44,open
24.75,68.68,12630.0,37.37,open
24.83,85.63,10060.0,40.92,open
26.44,78.35,11100.0,39.55,open
28.06,82.31,10681.0,47.18,open
31.72,70.0,11923.0,46.69,open
30.46,60.93,14139.0,54.31,open
25.42,63.76,12629.0,44.85,open
25.48,86.82,9956.0,48.36,closed
29.37,70.45,10933.0,53.29,open
25.9,66.3,13169.0,40.85,open
29.5,83.64,8635.0,37.81,closed
30.57,81.6,12539.0,46.75,ready
25.4,60.29,10954.0,35.91,open
28.97,71.2,10072.0,41.62,open
26.6,67.25,10536.0,36.77,open
25.83,76.14,14206.0,48.66,ready
