time,temperature,humidity,light_intensity,soil_ph,pollinate
03:30,27.4,83.2,5619,6.9,no
20:10,27.9,84.8,5564,5.6,no
08:50,26.5,75.5,11499,7.5,no
12:00,25.9,63.8,7633,6.7,no
01:10,34.9,54.7,6712,6.7,no
20:40,22.7,58.1,7898,6.2,no
03:00,31.9,65.2,11127,7.3,no
07:40,25.6,75.2,5541,6.5,yes
17:30,25.0,72.7,3619,5.5,no
21:30,32.0,81.6,10663,6.5,no
07:00,26.8,74.1,7821,6.5,yes
07:30,26.7,77.3,7719,6.0,yes
07:30,25.0,76.5,6689,6.1,yes
06:30,27.1,72.2,6464,6.7,yes
03:00,28.8,54.4,9174,7.2,no
07:20,26.0,71.5,6939,6.8,yes
04:50,33.4,76.8,5622,5.4,no
18:40,34.7,82.3,10848,5.5,no
06:00,27.4,79.3,6157,6.5,yes
16:50,25.5,77.4,1930,6.2,no
06:50,27.2,73.6,4620,6.5,yes
07:00,26.4,71.3,6670,6.4,yes
06:10,27.6,75.4,5138,6.7,yes
20:10,26.3,75.1,8368,7.0,no
06:20,26.8,74.9,6579,6.6,yes
07:30,25.9,79.2,7822,6.6,yes
07:10,28.0,74.4,6554,6.7,yes
07:40,26.7,78.7,6452,6.2,yes
08:00,20.3,65.5,2542,6.0,no
07:50,26.9,79.1,4940,6.7,yes
06:00,26.7,76.1,5464,6.5,yes
20:10,24.3,57.8,4501,5.8,no
13:20,28.4,73.4,8469,5.4,no
00:20,22.5,86.4,3347,5.4,no
07:30,25.1,73.7,7980,6.2,yes
01:00,31.9,65.5,11937,5.3,no
20:50,31.3,72.3,5642,5.4,no
08:40,25.9,52.7,4323,5.0,no
03:50,29.9,86.9,2132,5.6,no
17:40,24.1,84.6,11190,6.1,no
19:30,25.5,83.1,7099,7.2,no
12:20,21.1,52.1,10416,6.9,no
06:30,26.0,78.8,4630,6.3,yes
07:40,27.1,74.2,7597,6.0,yes
07:00,25.8,76.3,5595,6.4,yes
14:30,31.5,76.0,1683,6.8,no
12:40,31.4,53.9,11486,5.1,no
09:50,31.2,66.1,3223,6.3,no
07:30,26.8,77.8,5122,6.3,yes
05:40,23.5,78.7,5246,5.4,no
07:20,26.4,77.7,7811,6.6,yes
06:20,27.7,74.9,7891,6.5,yes
03:10,23.3,63.2,9039,7.0,no
13:50,25.1,52.5,11947,6.8,no
06:10,25.1,72.6,7418,6.4,yes
18:00,31.2,54.5,10952,5.8,no
07:00,25.6,72.0,4563,6.1,yes
11:30,25.7,56.5,8258,7.2,no
07:10,26.8,79.5,7675,6.3,yes
06:50,28.0,73.4,5921,6.7,yes
06:50,26.7,72.5,6713,6.8,yes
06:50,26.1,70.6,7202,6.0,yes
07:40,27.4,73.6,7369,6.6,yes
14:00,25.1,55.8,7167,6.8,no
06:30,25.6,71.5,6089,6.6,yes
07:00,26.9,78.2,4865,6.2,yes
06:10,26.6,72.2,6170,6.3,yes
06:10,26.1,77.4,6912,6.6,yes
21:10,27.9,88.5,6530,6.4,no
07:00,27.7,70.9,7567,6.0,yes
06:30,26.2,71.3,4768,6.5,yes
09:10,31.5,86.2,5037,6.9,no
07:30,25.6,75.2,5822,6.7,yes
01:10,33.7,69.3,10517,5.0,no
07:20,25.5,75.4,5064,6.3,yes
12:50,34.5,69.0,2641,6.4,no
05:00,24.4,58.4,2050,6.4,no
07:30,26.1,75.5,7658,6.7,yes
07:10,27.0,71.7,6386,6.5,yes
06:40,25.4,75.6,7279,6.2,yes
06:20,25.8,79.8,4628,6.0,yes
07:40,27.6,79.9,4195,6.3,yes
07:40,25.6,79.8,5235,6.1,yes
07:30,25.3,79.5,5356,6.4,yes
06:20,26.3,77.1,4240,6.4,yes
07:20,25.4,74.1,6019,6.3,yes
18:40,27.8,60.1,11915,7.0,no
06:40,27.4,72.5,4780,6.4,yes
00:20,30.7,53.6,7840,7.5,no
07:30,25.9,67.9,6072,7.3,no
06:50,25.7,79.6,7074,6.8,yes
06:50,25.3,73.6,5800,6.5,yes
06:30,26.6,79.9,6387,6.1,yes
03:30,30.2,89.5,1165,7.5,no
06:00,25.6,79.6,6234,6.1,yes
07:50,25.1,71.7,5051,6.1,yes
06:00,25.4,71.8,5850,6.5,yes
06:00,25.2,76.6,6988,6.7,yes
07:50,27.5,79.5,6970,6.1,yes
06:40,27.9,79.5,5451,6.1,yes
15:50,25.3,82.1,5517,6.2,no
09:20,21.9,61.5,1530,6.1,no
19:00,24.0,81.9,4897,5.7,no
09:40,23.7,58.6,3309,7.4,no
09:00,34.2,63.1,10842,7.1,no
07:20,27.5,78.2,6362,6.5,yes
07:20,33.3,89.5,2056,6.8,no
07:50,27.5,79.6,4963,6.6,yes
07:50,28.6,83.4,7833,7.3,no
05:50,22.9,51.4,7888,7.3,no
06:20,27.2,70.3,5201,6.7,yes
04:40,23.1,89.3,3553,6.9,no
07:10,20.5,64.1,10100,5.1,no
06:00,27.1,75.7,7403,6.6,yes
07:40,25.0,75.8,4842,6.0,yes
16:30,30.6,75.2,1354,6.9,no
16:00,21.1,65.8,8172,5.3,no
08:20,29.8,69.6,8974,5.1,no
18:00,26.7,65.9,3658,6.8,no
01:30,30.9,57.3,3127,5.4,no
06:10,25.5,75.7,6298,6.0,yes
22:50,20.5,55.3,6184,7.0,no
06:30,27.1,71.7,7546,6.7,yes
08:00,32.3,73.1,5594,5.8,no
11:10,22.8,75.4,7206,6.5,no
07:10,32.1,81.9,10129,6.1,no
06:00,27.3,75.0,6461,6.1,yes
06:30,26.2,78.0,5102,6.6,yes
05:40,32.5,71.5,10687,5.3,no
06:40,26.7,60.7,11358,6.9,no
07:20,27.6,78.4,4841,6.5,yes
07:40,27.0,73.0,4889,6.5,yes
06:00,26.0,78.4,6835,6.6,yes
07:40,25.3,75.4,6432,6.8,yes
06:20,25.2,76.4,7481,6.6,yes
07:10,27.8,79.0,7047,6.6,yes
06:10,26.6,74.2,6800,6.6,yes
12:20,25.7,55.5,3593,6.3,no
07:30,27.5,77.2,7794,6.3,yes
06:20,27.0,74.9,6696,6.5,yes
08:00,26.9,58.7,10142,5.5,no
06:40,25.2,74.5,4897,6.7,yes
22:10,31.7,81.1,1895,6.6,no
20:00,29.8,84.1,11836,5.5,no
07:40,25.1,72.6,7602,6.8,yes
12:10,21.5,70.5,10282,7.1,no
07:20,25.7,76.3,7128,6.3,yes
07:00,25.8,76.9,4912,6.1,yes
06:50,25.7,72.4,4557,6.4,yes
02:20,28.0,88.5,11498,5.2,no
05:20,22.5,86.9,9353,5.2,no
06:50,26.2,74.8,5265,6.2,yes
07:00,27.1,71.2,4146,6.4,yes
17:00,22.5,71.8,5920,6.0,no
07:30,26.4,72.4,4221,6.3,yes
07:00,25.1,79.5,7462,6.1,yes
21:50,29.9,64.5,4606,6.4,no
07:40,27.9,73.8,7659,6.0,yes
07:10,25.4,70.8,5928,6.1,yes
06:40,32.9,61.9,5539,7.1,no
07:40,26.5,73.2,6327,6.5,yes
07:20,27.7,75.4,6063,6.2,yes
17:20,21.7,77.7,7596,6.0,no
06:50,25.7,75.1,5181,6.1,yes
10:00,27.3,65.3,1269,6.5,no
07:20,27.1,73.2,6347,6.3,yes
18:20,34.3,89.7,7801,5.6,no
08:30,28.5,76.8,6846,7.4,no
12:50,24.3,72.4,9767,7.2,no
23:40,34.8,66.9,8147,6.5,no
06:10,21.4,59.8,9657,6.2,no
17:30,28.4,84.4,2675,5.1,no
15:50,26.5,82.1,11646,6.8,no
06:30,27.5,72.6,5009,6.7,yes
12:10,32.9,67.9,9649,6.6,no
06:40,26.7,73.3,5237,6.2,yes
07:10,26.6,75.2,7111,6.5,yes
07:40,25.3,76.1,4521,6.3,yes
19:40,25.0,69.1,2052,6.5,no
23:10,26.5,77.0,10613,6.1,no
07:00,27.3,73.0,6963,6.4,yes
07:00,25.9,77.7,5156,6.5,yes
08:50,30.0,56.5,9884,6.1,no
06:30,26.8,73.9,4181,6.2,yes
07:40,27.6,71.4,4457,6.3,yes
06:20,25.2,71.8,7294,6.5,yes
07:10,25.8,78.1,5569,6.3,yes
07:30,27.5,71.6,4870,6.6,yes
07:30,26.2,78.7,7292,6.1,yes
05:10,21.4,58.8,11671,6.4,no
07:50,25.1,74.4,5240,6.1,yes
15:00,32.1,51.1,10847,6.5,no
06:30,27.7,73.4,7740,6.2,yes
06:30,25.0,76.1,7226,6.4,yes
00:00,30.5,56.8,9230,5.8,no
06:10,27.9,72.7,7361,6.2,yes
07:30,26.2,71.8,5999,6.3,yes
07:50,27.1,79.0,4165,6.7,yes
07:50,27.0,76.5,5743,6.3,yes
10:00,23.5,61.8,2888,6.9,no
19:30,26.8,77.5,1707,5.1,no
06:20,27.2,75.1,6355,6.2,yes
09:40,22.4,85.9,11726,5.3,no
06:40,27.6,74.7,5730,6.2,yes
06:10,27.6,76.4,7255,6.1,yes
07:40,27.9,77.6,5560,6.7,yes
06:00,26.2,77.7,5335,6.7,yes
23:20,28.6,73.8,8876,6.6,no
04:30,31.3,77.6,2221,6.8,no
07:30,25.0,77.7,6764,6.6,yes
06:30,25.2,76.7,5538,6.1,yes
10:30,20.4,83.1,4871,7.3,no
06:50,27.4,73.5,5255,6.1,yes
06:20,25.8,72.1,6138,6.1,yes
06:00,26.0,72.2,4789,6.0,yes
00:00,22.8,69.3,9888,6.5,no
12:10,21.4,55.7,8444,6.2,no
06:00,26.9,76.6,6431,6.3,yes
07:50,25.1,73.8,7330,6.1,yes
13:40,25.3,85.9,4757,7.4,no
07:30,26.6,72.7,5593,6.3,yes
22:30,33.4,83.0,2327,6.0,no
07:20,25.6,71.6,6777,6.2,yes
21:30,28.0,80.9,3434,5.4,no
01:10,27.7,84.6,4957,6.9,no
01:50,20.3,81.6,7326,6.0,no
06:30,25.9,73.0,5256,6.3,yes
06:10,26.9,75.0,4236,6.3,yes
07:40,27.5,70.9,7751,6.0,yes
07:00,25.6,79.1,4401,6.4,yes
06:20,25.7,72.2,5438,6.0,yes
07:30,32.5,55.8,9088,7.3,no
21:40,26.0,52.3,5428,7.0,no
23:50,21.1,61.6,6156,5.3,no
11:20,31.5,89.8,9180,5.3,no
03:50,29.9,88.8,2073,5.8,no
06:40,26.2,77.0,7283,6.1,yes
17:20,24.0,72.9,10706,5.0,no
06:00,25.7,75.8,7190,6.3,yes
08:20,22.3,57.6,7852,6.6,no
06:40,26.0,78.4,5686,6.6,yes
07:40,27.9,70.5,4828,6.7,yes
14:00,20.4,65.6,11890,7.0,no
23:30,34.1,71.2,6456,5.1,no
06:00,25.9,73.5,7720,6.3,yes
06:10,26.2,74.9,7537,6.5,yes
06:00,25.1,73.2,7175,6.5,yes
19:40,34.7,65.7,8628,5.9,no
07:10,25.1,71.5,6478,6.6,yes
19:10,22.4,62.2,1458,6.6,no
06:30,25.7,76.7,4905,6.5,yes
07:00,26.6,74.5,7575,6.3,yes
07:50,26.7,73.6,5968,6.1,yes
20:40,20.0,70.9,11847,6.0,no
06:20,33.7,63.9,11414,5.0,no
06:40,26.5,71.7,7715,6.8,yes
06:50,26.6,78.2,4207,6.7,yes
13:30,24.7,55.0,3343,7.3,no
11:30,23.0,77.7,7365,5.5,no
07:50,27.0,77.0,7261,6.1,yes
00:10,31.4,66.6,11440,5.7,no
02:10,27.3,63.8,9348,7.4,no
15:40,23.9,73.8,7676,6.9,no
22:20,25.2,67.7,8587,5.0,no
09:20,33.1,86.8,11959,7.1,no
11:00,32.7,89.5,2015,6.0,no
07:20,27.6,79.1,5844,6.5,yes
06:40,26.6,79.7,4058,6.2,yes
06:20,26.3,74.9,5309,6.4,yes
10:40,30.7,64.3,11203,7.3,no
02:00,24.7,73.0,2519,6.7,no
05:20,32.8,69.0,5899,7.4,no
10:50,32.5,53.8,3685,5.4,no
12:10,22.8,65.6,10554,5.4,no
07:40,25.7,79.4,4279,6.6,yes
07:50,27.0,70.2,6090,6.2,yes
06:00,26.2,76.3,5299,6.5,yes
13:20,26.3,71.5,7034,6.0,no
07:10,26.7,77.2,4587,6.1,yes
06:50,26.8,77.0,5792,6.5,yes
06:40,27.0,71.0,4084,6.6,yes
08:10,30.9,69.1,7651,7.4,no
06:00,33.7,88.1,2565,7.3,no
02:30,25.1,59.2,2468,6.6,no
04:50,25.2,59.6,5048,5.5,no
20:40,29.9,86.1,5085,5.2,no
06:40,27.7,76.6,6640,6.8,yes
06:20,26.6,78.7,6044,6.5,yes
06:30,26.1,75.2,4608,6.5,yes
09:00,27.9,87.2,1569,5.0,no
07:30,27.9,73.7,6971,6.8,yes
02:30,26.4,74.3,4875,6.8,no
06:40,34.8,78.5,5293,6.7,no
04:10,20.8,80.1,2165,5.0,no
06:00,25.2,71.5,7248,6.3,yes
19:00,28.7,63.4,9692,6.1,no
00:50,28.9,85.0,5545,5.1,no
22:40,22.2,70.8,1801,6.7,no
15:00,26.5,77.6,7830,5.4,no
21:40,24.7,80.2,3827,7.4,no
07:40,25.4,72.5,5642,6.3,yes
10:50,27.7,80.3,7732,7.1,no
20:50,20.2,89.7,8011,5.3,no
06:40,25.3,74.3,5854,6.7,yes
17:10,31.8,62.5,1331,5.1,no
07:00,25.9,75.4,7553,6.2,yes
18:50,33.5,67.7,8809,7.5,no
11:40,30.5,71.1,7855,5.6,no
02:00,33.2,55.7,1648,7.2,no
07:50,27.4,71.9,4175,6.7,yes
06:00,25.7,78.8,6054,6.2,yes
10:20,30.2,80.4,5177,7.2,no
06:30,26.2,76.6,7982,6.5,yes
06:10,26.4,76.8,7651,6.0,yes
10:10,28.1,79.9,10424,6.3,no
07:20,27.6,79.0,4098,6.7,yes
13:00,27.3,63.6,1138,6.4,no
19:20,29.8,78.8,7050,6.0,no
06:10,27.3,73.4,4454,6.7,yes
06:00,25.3,71.6,4959,6.5,yes
07:00,25.8,73.1,4348,6.7,yes
06:40,27.9,78.9,7968,6.4,yes
06:30,25.3,75.8,7747,6.2,yes
13:10,26.0,64.1,4810,5.0,no
07:00,25.5,79.5,7577,6.3,yes
06:50,26.1,79.0,7885,6.6,yes
19:30,28.5,55.8,10947,7.5,no
07:30,25.1,79.6,4464,6.6,yes
07:10,25.9,79.0,4307,6.1,yes
15:40,28.2,53.5,2570,6.0,no
14:10,24.0,72.6,5623,5.2,no
05:30,30.0,80.9,10897,6.0,no
07:00,25.8,76.2,6598,6.4,yes
07:10,26.4,76.9,6004,6.1,yes
02:20,34.2,86.7,1204,6.0,no
06:30,27.2,71.5,6665,6.1,yes
07:20,27.9,75.3,7570,6.7,yes
06:30,27.4,73.0,5460,6.7,yes
07:00,26.7,77.3,5807,6.5,yes
23:30,21.9,82.9,4608,5.7,no
01:10,30.9,70.6,3380,6.1,no
06:10,26.1,77.2,4675,6.3,yes
06:10,26.0,71.8,6986,6.2,yes
07:30,25.6,55.5,3169,6.5,no
07:50,26.9,74.4,6070,6.1,yes
19:40,28.4,88.5,2428,5.2,no
13:30,21.0,50.9,6087,6.8,no
06:10,26.6,72.3,7104,6.3,yes
23:00,26.0,80.5,1725,6.2,no
07:00,26.6,72.0,5458,6.5,yes
01:30,30.2,85.3,5463,5.2,no
06:10,25.6,79.5,7571,6.1,yes
07:20,27.8,76.7,7038,6.5,yes
07:30,25.0,79.6,7192,6.6,yes
07:40,26.6,79.7,6490,6.6,yes
06:10,26.3,73.3,6328,6.1,yes
07:50,27.9,70.2,6384,6.4,yes
06:50,25.9,75.2,6910,6.1,yes
23:20,21.7,71.5,6641,7.4,no
03:10,26.8,85.2,9359,6.2,no
11:00,22.0,53.0,4109,5.7,no
07:00,26.6,78.4,6584,6.3,yes
06:30,27.0,71.8,7719,6.6,yes
23:40,25.3,80.1,4174,6.6,no
13:00,25.1,66.7,9569,5.6,no
07:50,26.8,74.7,5798,6.3,yes
07:30,25.9,77.5,7065,6.8,yes
06:50,27.0,73.4,6042,6.3,yes
07:00,26.6,71.1,6064,6.5,yes
14:20,23.1,73.4,11695,6.9,no
07:10,25.1,77.0,7389,6.1,yes
06:00,25.0,72.5,4472,6.3,yes
06:30,26.8,78.2,5509,6.7,yes
06:20,25.8,73.3,6651,6.7,yes
06:20,25.1,72.5,4903,6.7,yes
07:40,26.6,71.3,7591,6.1,yes
22:10,28.2,57.9,7486,6.6,no
02:40,28.9,68.4,7922,5.9,no
00:40,26.1,79.5,4149,5.2,no
06:20,27.8,77.6,7601,6.2,yes
21:40,23.1,74.5,1436,6.8,no
12:50,23.7,54.0,5834,6.8,no
17:30,26.4,51.7,8882,7.4,no
06:10,27.1,79.1,7105,6.5,yes
11:00,20.1,53.4,11602,5.7,no
06:20,25.6,76.7,7396,6.6,yes
07:10,27.8,70.9,4596,6.7,yes
11:50,28.9,57.6,6125,6.7,no
06:40,27.2,79.2,6804,6.5,yes
07:00,27.6,76.7,4835,6.7,yes
16:30,31.2,79.5,4317,5.2,no
07:40,26.6,74.3,4796,6.1,yes
04:20,27.8,71.3,3960,5.8,no
07:10,31.8,87.3,9779,5.8,no
07:50,26.4,75.6,7231,6.5,yes
19:30,27.5,61.4,9712,5.9,no
07:10,20.8,89.0,4637,6.8,no
04:30,23.6,74.3,3536,6.1,no
07:00,27.3,75.2,6280,6.5,yes
06:00,25.7,79.6,5848,6.3,yes
06:00,25.7,73.1,6113,6.6,yes
07:20,25.2,76.7,5764,6.2,yes
07:10,26.8,76.8,5068,6.7,yes
05:40,24.9,74.4,11480,5.0,no
06:10,27.6,72.8,4398,6.0,yes
14:00,28.5,89.8,10228,5.6,no
11:30,24.5,59.1,4715,6.6,no
14:00,24.8,79.4,3555,5.4,no
16:10,20.8,52.7,10422,6.3,no
00:00,23.7,69.8,11775,6.0,no
00:00,24.1,72.2,2972,5.4,no
06:20,26.3,77.9,7286,6.8,yes
05:50,29.8,66.1,6207,7.2,no
00:10,26.3,58.1,11393,7.2,no
04:20,25.2,88.1,8808,5.7,no
05:00,22.2,87.6,7251,5.5,no
02:30,34.0,73.0,6604,6.1,no
11:10,27.6,66.1,10756,5.4,no
01:40,22.4,57.1,8301,7.3,no
06:50,26.2,75.8,7220,6.5,yes
06:40,25.5,73.4,7203,6.3,yes
06:50,26.1,78.9,6910,6.6,yes
06:30,25.6,74.7,4174,6.6,yes
00:40,24.5,77.1,5508,6.8,no
07:30,25.4,72.9,4679,6.6,yes
19:00,28.2,63.4,7609,7.5,no
07:10,25.1,72.5,7656,6.5,yes
06:20,26.8,75.6,6870,6.3,yes
06:20,26.7,73.8,6054,6.1,yes
07:40,25.6,77.4,5180,6.6,yes
06:00,26.4,71.1,5621,6.0,yes
07:10,26.3,74.1,6441,6.3,yes
07:50,27.2,73.1,5909,6.2,yes
08:10,25.0,54.2,1870,6.2,no
06:00,26.9,77.4,7244,6.3,yes
07:50,26.8,75.6,6723,6.4,yes
07:10,34.3,61.5,2285,5.1,no
07:40,25.2,72.6,6346,6.3,yes
06:10,25.4,72.5,7188,6.1,yes
13:10,32.6,67.5,7468,7.5,no
07:40,26.5,78.1,4653,6.1,yes
07:30,27.2,70.5,6432,6.5,yes
09:10,22.1,62.6,10784,7.5,no
23:00,22.8,75.1,3215,5.8,no
06:10,26.6,78.9,7261,6.5,yes
01:40,27.2,62.3,1537,6.6,no
01:00,21.6,52.2,11550,6.1,no
15:50,34.5,70.3,5410,6.5,no
07:10,27.1,71.9,5312,6.1,yes
06:40,27.7,71.5,6574,6.8,yes
07:20,27.6,75.7,7594,6.1,yes
12:30,32.8,72.8,9654,7.2,no
06:50,27.6,78.5,4203,6.6,yes
12:50,29.7,85.5,10377,6.1,no
06:30,27.6,72.2,5183,6.7,yes
06:50,30.6,67.6,11658,6.1,no
12:20,24.0,60.9,9052,5.1,no
02:40,20.4,64.9,3781,7.4,no
06:00,27.6,73.3,7644,6.3,yes
19:50,29.4,67.4,5490,7.1,no
07:20,26.4,71.2,6480,6.3,yes
07:00,27.5,77.0,4096,6.4,yes
06:40,25.6,72.4,5615,6.5,yes
18:50,24.0,79.6,9653,7.1,no
07:50,26.5,70.5,5677,6.3,yes
21:20,34.7,79.0,2868,6.4,no
04:10,32.4,68.2,5577,6.2,no
07:10,25.6,72.9,5869,6.5,yes
14:50,21.2,60.5,4657,6.0,no
06:20,27.0,72.9,7612,6.3,yes
07:00,25.8,70.3,4012,6.7,yes
06:50,25.0,75.8,5480,6.5,yes
06:00,27.3,76.5,6899,6.1,yes
06:40,27.0,74.2,7348,6.5,yes
06:50,25.8,72.9,6291,6.2,yes
07:20,27.0,72.2,4539,6.4,yes
03:20,34.2,69.3,8921,7.2,no
19:10,28.7,65.2,11996,6.9,no
06:30,26.1,71.5,6633,6.3,yes
06:50,26.6,71.2,6969,6.1,yes
07:50,26.0,78.6,6920,6.3,yes
06:40,26.7,76.5,7055,6.2,yes
06:00,26.1,71.9,7509,6.6,yes
07:20,25.4,70.4,4215,6.3,yes
20:20,32.1,61.1,10659,7.2,no
18:00,31.0,66.7,6776,6.4,no
06:10,25.5,77.4,5321,6.2,yes
15:20,25.2,88.8,8185,6.9,no
07:50,26.9,77.5,5583,6.5,yes
07:30,25.6,77.7,7531,6.1,yes
07:20,27.7,73.3,7450,6.3,yes
06:20,26.3,78.8,5373,6.2,yes
13:40,31.3,74.1,11673,7.1,no
07:00,26.3,79.4,4445,6.6,yes
11:10,24.4,50.4,3753,6.1,no
06:10,26.8,73.5,6472,6.1,yes
18:10,21.2,69.0,8832,5.8,no
06:50,26.3,74.5,4697,6.6,yes
18:30,25.4,62.1,7117,6.4,no
07:00,27.3,71.8,7700,6.1,yes
06:20,26.4,75.2,6177,6.1,yes
06:20,25.7,70.3,6948,6.1,yes
11:50,34.5,59.9,4369,5.1,no
15:00,30.2,82.8,2618,6.7,no
07:00,27.1,70.9,5808,6.7,yes
22:30,28.3,73.5,2382,5.2,no
15:40,28.1,77.3,5847,6.0,no
07:20,27.1,89.9,4557,7.5,no
07:00,28.0,72.4,6422,6.1,yes
06:50,27.7,76.5,7494,6.1,yes
06:40,26.4,74.2,4853,6.1,yes
07:10,26.4,71.5,5043,6.1,yes
12:20,23.7,70.3,6621,7.2,no
06:30,26.5,73.1,4832,6.8,yes
07:10,28.9,59.7,3084,6.5,no
07:30,27.5,73.2,6434,6.1,yes
05:00,32.7,84.2,3619,5.2,no
06:10,27.7,78.3,7086,6.1,yes
07:30,25.5,74.0,4664,6.7,yes
03:20,26.1,60.4,11512,7.3,no
21:40,21.8,75.6,3353,5.2,no
07:40,27.5,77.7,7178,6.5,yes
07:30,27.5,79.8,5611,6.7,yes
05:10,30.4,65.6,9055,7.3,no
15:10,34.3,66.7,7598,5.4,no
06:40,26.0,75.3,4865,6.3,yes
07:20,27.5,74.4,5173,6.1,yes
14:50,26.5,72.2,9806,5.2,no
14:10,22.5,70.8,11652,5.5,no
06:00,25.3,74.5,7450,6.4,yes
14:30,26.3,62.8,8081,5.7,no
16:50,30.7,60.2,4094,5.1,no
18:00,28.5,63.9,6431,6.4,no
13:40,21.5,66.2,6295,6.7,no
07:40,25.8,79.7,5571,6.3,yes
00:00,27.0,83.6,11222,5.1,no
06:40,27.2,71.8,7707,6.3,yes
09:20,26.7,60.7,9036,5.2,no
07:40,31.1,85.7,1460,5.0,no
06:20,27.1,77.7,4611,6.7,yes
13:40,33.9,75.9,8833,7.1,no
22:40,28.3,76.1,3239,6.9,no
00:40,32.2,75.0,10987,6.3,no
09:20,27.4,73.6,2216,7.3,no
07:20,27.8,79.5,7770,6.4,yes
01:10,27.9,65.4,10746,5.8,no
01:40,26.9,67.6,11071,6.9,no
08:40,23.9,74.8,2162,7.4,no
07:20,25.4,70.8,4933,6.1,yes
06:40,26.2,75.4,4987,6.3,yes
02:50,33.1,75.5,5894,6.4,no
07:40,27.3,79.7,7783,6.6,yes
06:20,25.8,74.5,5235,6.1,yes
06:00,26.2,72.8,4142,6.6,yes
10:50,24.7,56.8,9619,6.5,no
07:10,26.8,75.7,4318,6.3,yes
06:10,25.7,74.1,6039,6.1,yes
14:40,32.1,54.7,8942,6.7,no
06:10,26.6,70.2,7283,6.5,yes
22:00,23.7,82.8,8322,5.5,no
23:40,26.5,77.0,3406,5.7,no
17:40,29.8,65.5,7101,5.7,no
10:20,29.7,73.2,7818,5.5,no
04:10,27.0,61.3,7725,5.3,no
21:00,22.3,68.7,7611,5.7,no
07:30,27.9,70.1,5673,6.7,yes
06:50,26.7,70.1,7862,6.2,yes
06:00,25.1,73.1,5951,6.2,yes
06:30,26.0,71.0,4967,6.5,yes
07:00,27.2,72.7,5911,6.6,yes
06:50,26.6,75.2,4178,6.3,yes
07:20,26.1,72.4,7357,6.7,yes
06:00,26.6,73.7,6919,6.3,yes
21:10,29.8,83.3,9540,6.2,no
14:40,20.9,57.8,3183,6.1,no
06:40,26.6,74.1,7163,6.5,yes
20:50,20.3,70.4,7578,5.5,no
06:30,24.1,85.8,3987,5.0,no
04:00,26.9,78.7,7256,5.3,no
07:40,26.7,76.1,6799,6.4,yes
07:30,25.6,79.2,4840,6.5,yes
07:10,27.8,71.4,6632,6.4,yes
21:30,32.9,85.4,4128,6.0,no
06:40,26.7,76.6,5806,6.4,yes
07:50,25.7,79.4,6151,6.7,yes
07:50,26.8,76.2,7296,6.6,yes
09:30,28.7,80.8,2415,5.8,no
06:10,27.5,72.7,5903,6.8,yes
17:20,23.2,71.3,8896,6.4,no
14:40,31.9,67.3,3708,6.8,no
00:10,23.5,61.4,10304,5.9,no
05:10,28.5,74.3,1671,6.2,no
06:00,27.0,76.5,7911,6.3,yes
07:10,25.6,74.6,6481,6.4,yes
15:30,21.5,50.5,10693,5.3,no
07:30,25.1,72.3,6875,6.2,yes
07:10,25.7,76.3,7514,6.8,yes
06:30,27.3,72.8,4487,6.1,yes
06:30,27.0,78.2,7677,6.5,yes
05:50,23.1,56.5,5187,5.0,no
07:40,26.9,74.7,4266,6.0,yes
15:20,30.9,86.8,4512,6.4,no
09:00,25.0,50.6,6556,5.7,no
15:10,23.7,82.0,9326,5.4,no
09:40,29.2,57.7,1235,5.5,no
11:00,32.9,71.3,2585,5.6,no
18:00,29.4,69.4,5484,7.1,no
19:30,33.1,58.1,5960,6.2,no
04:50,26.4,51.4,8192,6.8,no
15:20,23.5,83.4,9052,6.6,no
07:30,25.5,73.1,4878,6.4,yes
07:10,25.8,71.6,6684,6.5,yes
04:40,25.5,78.6,7606,6.7,no
07:40,27.4,75.6,4576,6.5,yes
23:30,33.7,55.0,9804,5.4,no
07:50,26.9,76.8,5015,6.2,yes
16:30,24.9,77.2,6481,7.2,no
07:30,25.4,72.6,7773,6.5,yes
06:10,26.6,71.4,6136,6.7,yes
23:20,33.6,62.2,2949,6.6,no
07:30,27.5,79.0,7581,6.7,yes
18:00,20.3,84.3,5901,5.1,no
07:10,25.1,75.3,5501,6.1,yes
11:40,26.9,56.7,3576,5.6,no
06:00,27.5,74.1,6952,6.1,yes
09:00,35.0,66.7,7450,6.4,no
07:50,27.7,72.5,5501,6.0,yes
06:20,26.0,78.8,4987,6.4,yes
04:00,30.2,84.2,10491,5.2,no
07:00,27.6,78.9,6132,6.3,yes
06:00,27.0,78.8,6225,6.4,yes
04:40,20.6,63.7,4135,6.8,no
07:10,27.2,71.1,7122,6.3,yes
06:20,24.8,86.0,10229,5.5,no
02:30,30.5,75.9,2189,6.0,no
00:50,30.2,81.4,3209,5.6,no
06:40,27.7,71.3,7413,6.3,yes
06:40,25.9,76.4,7452,6.4,yes
00:50,22.4,86.6,3091,5.6,no
06:20,28.0,71.3,5809,6.2,yes
06:50,26.1,77.2,4400,6.6,yes
07:00,26.8,73.8,6576,6.1,yes
12:00,21.7,55.5,7741,6.9,no
10:10,20.4,89.2,1642,5.1,no
07:50,26.6,70.4,4720,6.0,yes
10:30,23.9,57.0,10785,6.3,no
04:10,31.6,88.9,2760,5.1,no
15:30,20.3,56.8,6050,7.0,no
01:50,22.3,70.9,2263,7.3,no
