temperature_c,humidity_pct,light_lux,soil_moisture_pct,time_of_day,flower_gender,flower_stage,flower_age_hours,wind_speed_mps,readiness
32.32,65.31,38387.1,71.85,morning,female,wilting,6,0.27,0
30.06,75.23,16584.6,63.25,early_morning,male,fully_open,8,3.13,0
28.93,67.21,43274.6,43.34,morning,male,closed,0,2.05,0
33.62,67.51,23937.1,35.85,noon,male,partially_open,2,2.63,0
32.25,62.41,41365.1,30.8,morning,female,wilting,5,3.09,0
23.97,80.49,10249.7,35.35,morning,female,closed,3,3.5,0
26.05,87.45,27169.4,44.63,afternoon,male,wilting,9,1.57,0
25.23,87.63,41136.6,57.59,afternoon,male,wilting,9,3.25,0
31.67,56.99,18662.9,33.2,noon,male,wilting,0,1.04,0
22.44,84.99,45378.5,36.81,afternoon,female,fully_open,8,2.64,0
29.41,79.5,37646.6,39.05,afternoon,male,closed,6,0.41,0
31.91,60.11,35615.4,61.6,afternoon,male,closed,6,0.08,0
33.4,52.69,24616.8,60.79,morning,male,wilting,0,0.38,0
26.45,60.72,30675.2,57.54,early_morning,male,fully_open,8,1.28,0
32.68,86.49,36075.4,42.53,noon,female,wilting,7,0.12,0
23.44,75.33,30205.7,48.56,morning,male,partially_open,9,2.52,0
33.0,78.84,40820.7,34.83,noon,male,closed,4,1.27,0
23.66,60.29,28383.8,41.32,morning,male,closed,3,2.95,0
27.16,78.78,17506.8,74.89,noon,female,fully_open,0,0.18,0
32.36,51.12,18054.9,78.98,afternoon,male,closed,8,0.87,0
23.95,65.01,8272.8,62.38,noon,male,closed,7,1.63,0
24.98,75.07,22145.0,75.84,early_morning,male,closed,1,1.53,0
31.39,55.84,43199.1,62.14,noon,female,fully_open,3,0.52,0
31.36,82.92,45325.6,31.66,early_morning,male,wilting,3,3.98,0
30.33,59.4,17516.0,79.84,noon,male,closed,6,1.14,0
31.02,76.09,53075.1,34.95,afternoon,male,wilting,2,2.88,0
29.06,66.21,31612.9,64.13,noon,male,fully_open,7,0.88,0
25.27,73.84,51098.0,42.64,morning,female,wilting,6,3.51,0
26.49,54.3,41218.0,49.6,afternoon,male,partially_open,9,1.55,0
24.36,50.68,41954.4,62.3,afternoon,female,closed,3,3.6,0
33.81,86.38,11997.1,51.82,morning,male,fully_open,8,1.37,0
29.58,60.79,18339.6,42.53,afternoon,male,fully_open,5,0.03,0
27.21,82.79,8414.3,46.72,afternoon,male,wilting,2,2.07,0
28.01,89.97,41658.0,47.08,morning,female,closed,6,2.1,0
34.31,58.46,24188.6,77.97,afternoon,male,fully_open,5,0.48,0
23.99,60.61,44972.7,69.93,afternoon,female,partially_open,7,0.94,0
29.62,76.51,23930.0,52.93,afternoon,male,wilting,4,3.13,0
28.58,88.62,46508.7,39.99,afternoon,male,partially_open,5,0.15,0
29.95,86.63,14142.8,70.55,noon,female,partially_open,0,1.96,0
22.24,70.12,16148.5,37.86,afternoon,female,wilting,7,2.12,0
33.34,81.8,24021.2,40.52,afternoon,male,partially_open,0,2.75,0
34.12,55.43,27198.9,48.3,afternoon,female,wilting,2,0.15,0
29.35,89.1,24389.0,74.02,noon,male,wilting,1,2.34,0
31.06,88.57,43891.4,36.59,early_morning,male,fully_open,5,0.01,0
33.99,56.55,12556.7,36.11,afternoon,male,fully_open,7,1.06,0
31.19,61.98,24507.2,54.7,early_morning,male,partially_open,7,2.0,0
23.98,54.01,47350.3,43.82,early_morning,male,partially_open,6,3.65,0
29.49,60.87,11139.5,58.44,morning,male,partially_open,6,0.51,0
29.89,82.64,52290.1,52.58,morning,female,partially_open,7,0.68,0
27.51,65.13,54356.9,51.75,early_morning,female,partially_open,4,2.68,0
31.57,53.54,12162.7,35.6,noon,male,fully_open,2,1.5,0
34.15,63.69,21689.8,37.05,afternoon,female,partially_open,1,2.49,0
34.03,89.26,25502.8,71.05,afternoon,male,partially_open,2,3.99,0
27.86,75.19,44490.4,74.29,afternoon,male,closed,2,3.95,0
23.47,66.65,36008.6,41.73,morning,female,wilting,6,1.41,0
34.8,56.66,38285.2,35.67,morning,male,wilting,0,2.02,0
32.91,89.45,43603.0,32.67,afternoon,female,fully_open,6,3.62,0
23.62,82.83,13545.0,60.41,early_morning,male,wilting,5,0.37,0
33.97,61.26,47160.8,65.77,morning,male,partially_open,9,1.81,0
33.31,52.8,41164.1,48.64,afternoon,male,wilting,1,1.51,0
28.74,52.27,35135.1,63.98,early_morning,female,fully_open,9,1.18,1
29.69,54.82,49817.6,65.65,afternoon,female,wilting,0,3.98,0
27.19,73.23,40914.4,76.77,morning,female,wilting,8,2.93,0
22.71,87.15,17479.9,33.24,noon,male,closed,1,1.55,0
26.36,69.87,28198.0,39.61,noon,male,closed,3,3.32,0
32.44,83.72,31220.0,33.43,morning,female,partially_open,8,1.96,0
22.06,67.84,10595.2,73.4,early_morning,male,wilting,8,3.49,0
26.34,78.34,52868.0,69.63,afternoon,male,partially_open,0,1.07,0
27.18,79.27,14043.1,58.73,morning,female,wilting,1,0.89,0
28.99,56.96,40780.7,34.18,early_morning,male,partially_open,1,0.99,0
33.96,64.45,31792.9,43.67,afternoon,male,partially_open,1,2.15,0
26.5,75.49,9204.7,44.89,afternoon,female,wilting,7,1.17,0
26.51,52.83,51463.1,58.04,morning,female,closed,7,0.59,0
31.59,64.46,48036.3,42.9,afternoon,female,fully_open,9,3.98,0
27.88,71.39,32640.1,33.65,noon,male,partially_open,7,3.6,0
24.92,89.85,18760.3,66.54,noon,male,fully_open,3,2.54,0
27.88,68.98,13716.3,44.95,afternoon,female,wilting,7,3.57,0
23.83,82.64,25079.4,52.62,morning,female,partially_open,6,3.74,0
24.29,67.28,20005.1,36.38,afternoon,male,wilting,7,2.7,0
28.48,81.86,31814.5,70.13,morning,female,partially_open,0,2.07,0
27.45,73.82,53421.2,58.28,morning,female,closed,2,3.53,0
33.89,85.46,35022.8,75.08,noon,male,partially_open,9,2.27,0
26.71,66.44,49826.8,54.77,noon,female,partially_open,5,0.51,0
29.55,74.17,38591.3,77.07,early_morning,male,partially_open,0,1.47,0
30.22,75.2,30336.6,74.59,morning,male,wilting,3,1.78,0
22.17,66.7,48166.6,58.82,afternoon,male,closed,8,3.74,0
30.63,55.77,30154.3,76.69,morning,male,wilting,6,2.64,0
24.31,53.74,48825.5,46.15,noon,female,fully_open,0,3.5,0
34.49,50.67,21704.1,48.28,morning,female,closed,5,3.03,0
23.93,84.94,14054.2,32.27,early_morning,female,partially_open,5,1.24,0
27.39,59.46,48199.8,59.46,afternoon,male,partially_open,1,2.87,0
23.11,58.46,35608.5,66.1,morning,male,partially_open,5,0.78,0
34.96,79.44,49787.3,68.68,afternoon,male,fully_open,9,1.63,0
28.53,62.8,52077.9,37.49,afternoon,male,fully_open,1,3.22,0
29.74,70.24,10520.5,52.21,noon,male,partially_open,7,2.45,0
22.87,56.5,31545.6,38.84,morning,male,partially_open,6,3.3,0
31.75,88.39,25623.3,63.11,afternoon,male,fully_open,5,1.02,0
24.73,84.06,37415.3,37.9,noon,male,wilting,9,3.0,0
33.67,84.55,45298.8,75.21,early_morning,male,closed,5,0.81,0
24.67,66.27,21187.7,41.53,early_morning,male,closed,8,2.18,0
24.48,80.49,34169.5,44.57,morning,female,fully_open,8,1.73,1
22.48,55.76,41310.2,72.55,afternoon,male,fully_open,9,2.23,0
28.14,50.34,14318.3,52.92,morning,male,wilting,9,0.54,0
29.34,50.8,46261.1,31.2,afternoon,female,partially_open,1,1.44,0
22.85,73.46,36487.2,54.73,noon,female,fully_open,2,2.67,0
32.08,68.22,52628.3,34.23,early_morning,female,wilting,9,2.23,0
27.89,70.72,23957.9,79.27,early_morning,male,fully_open,6,2.2,0
28.82,50.3,13082.9,59.41,early_morning,male,partially_open,9,2.04,0
27.73,66.91,31805.6,42.83,early_morning,female,fully_open,8,3.78,1
27.21,78.72,12033.1,58.19,morning,female,partially_open,5,3.74,0
29.28,67.71,53567.7,33.84,afternoon,male,wilting,0,1.44,0
24.02,79.29,9818.2,69.99,morning,male,closed,6,1.41,0
24.37,59.32,43414.7,76.27,noon,male,wilting,0,2.22,0
33.2,82.53,32679.8,73.72,early_morning,male,closed,4,0.38,0
34.3,73.54,25325.2,47.09,afternoon,female,wilting,8,1.21,0
26.85,58.43,11094.6,46.29,morning,male,closed,9,0.92,0
25.52,59.47,37241.8,31.75,afternoon,female,wilting,9,0.89,0
30.37,75.12,35505.4,62.57,morning,male,partially_open,8,2.55,0
27.31,83.2,21201.5,56.75,afternoon,female,closed,0,1.54,0
22.33,66.63,50780.4,52.97,afternoon,male,closed,5,0.68,0
24.03,60.33,22293.2,75.38,early_morning,male,partially_open,2,3.55,0
31.31,84.68,29137.1,38.39,morning,male,partially_open,8,3.5,0
30.57,76.77,33556.8,30.48,noon,female,closed,2,3.45,0
22.35,67.92,12710.9,33.67,afternoon,male,closed,1,1.56,0
24.89,69.52,51811.6,41.17,noon,male,closed,7,0.23,0
25.0,58.17,25603.2,31.66,early_morning,female,fully_open,2,0.43,1
30.73,75.07,11796.6,55.14,noon,male,wilting,4,1.1,0
22.26,64.35,26202.7,45.7,afternoon,female,partially_open,5,0.88,0
23.35,89.83,36209.5,39.02,afternoon,female,partially_open,9,3.5,0
32.4,69.21,32141.7,67.5,afternoon,female,wilting,9,3.95,0
24.32,69.44,40643.5,40.22,morning,male,partially_open,0,3.27,0
30.49,72.63,10607.7,64.38,noon,male,partially_open,6,2.92,0
25.1,86.67,21373.4,47.46,morning,female,closed,6,2.35,0
23.29,82.03,46503.8,55.59,afternoon,male,partially_open,4,3.08,0
25.16,68.05,11755.0,76.69,afternoon,male,fully_open,8,3.79,0
31.39,78.75,48207.8,31.87,early_morning,female,fully_open,1,2.41,0
33.12,73.45,12319.1,55.01,early_morning,male,closed,4,0.62,0
32.79,69.69,47219.3,72.72,afternoon,female,closed,1,0.66,0
27.16,57.69,24957.1,59.4,morning,female,partially_open,1,2.34,0
30.69,68.56,36773.8,43.84,morning,female,closed,8,1.33,0
24.66,59.83,15185.7,49.88,afternoon,male,closed,6,3.64,0
25.81,86.59,11109.9,64.01,noon,male,wilting,3,2.45,0
33.65,63.42,18149.1,74.54,morning,male,closed,7,2.71,0
22.17,88.09,14009.1,32.05,afternoon,male,fully_open,3,0.02,0
23.11,71.32,22683.1,33.58,early_morning,male,partially_open,0,2.0,0
24.7,75.26,32176.0,46.25,afternoon,male,closed,9,1.72,0
22.34,71.72,35671.7,41.64,morning,male,wilting,2,2.82,0
24.36,55.18,45123.8,43.25,afternoon,male,partially_open,9,1.53,0
29.58,65.03,38843.3,41.06,noon,female,partially_open,0,3.91,0
27.48,53.97,36611.6,39.79,noon,male,partially_open,1,2.68,0
33.6,74.92,27353.8,36.53,morning,male,wilting,1,2.64,0
32.63,67.87,30269.0,76.7,afternoon,female,fully_open,6,3.68,0
26.44,81.12,27482.5,37.21,noon,female,wilting,3,3.98,0
25.37,58.82,47581.8,40.22,noon,male,wilting,9,0.79,0
26.94,56.58,18810.0,42.31,early_morning,female,partially_open,8,3.24,0
29.67,66.25,8268.9,76.65,morning,male,wilting,1,0.65,0
25.48,87.06,38612.0,67.79,early_morning,male,partially_open,8,1.83,0
30.11,78.42,17515.7,69.48,early_morning,female,closed,5,0.4,0
27.32,66.76,49835.4,35.24,noon,female,closed,9,2.49,0
29.18,70.69,48375.2,71.82,afternoon,male,wilting,7,1.87,0
27.67,53.37,11606.2,50.41,early_morning,female,fully_open,6,2.51,1
25.83,89.38,13000.3,43.14,morning,female,partially_open,7,2.71,0
34.33,76.66,31273.1,58.79,morning,female,wilting,8,2.48,0
31.93,61.42,36633.5,71.11,afternoon,male,wilting,7,1.18,0
23.82,73.43,20920.7,68.93,morning,male,fully_open,5,3.35,0
33.29,54.38,41689.5,74.5,early_morning,male,partially_open,7,2.21,0
28.34,88.63,35961.1,76.41,afternoon,male,wilting,7,1.96,0
33.63,56.99,23266.7,41.91,morning,male,fully_open,1,3.95,0
32.4,75.92,9192.5,51.19,morning,female,partially_open,1,1.13,0
27.53,59.82,43257.1,30.73,early_morning,female,closed,0,2.11,0
22.29,78.7,18093.4,73.97,early_morning,female,fully_open,9,2.73,0
25.49,81.07,47220.3,37.73,early_morning,male,wilting,1,0.5,0
29.04,76.94,27753.6,73.07,early_morning,male,closed,6,1.42,0
30.24,74.58,35122.6,46.47,afternoon,male,partially_open,2,3.21,0
25.35,85.7,49028.6,48.41,afternoon,male,fully_open,3,0.95,0
23.81,53.15,48590.3,31.96,afternoon,female,closed,3,1.97,0
32.85,63.24,25461.4,46.34,noon,male,closed,3,2.52,0
34.8,59.93,17817.8,74.42,early_morning,female,wilting,1,2.68,0
28.83,89.52,44431.9,31.28,early_morning,male,closed,5,2.91,0
24.23,65.58,28354.8,50.32,afternoon,male,wilting,0,3.46,0
25.54,79.3,17026.0,31.57,morning,female,partially_open,4,1.57,0
22.24,77.39,50508.0,48.55,morning,male,wilting,1,2.83,0
33.89,58.48,17310.9,38.63,early_morning,male,fully_open,8,2.93,0
23.53,59.56,9212.9,42.61,early_morning,male,closed,1,1.2,0
29.49,61.25,8953.2,73.88,afternoon,female,partially_open,5,3.87,0
25.56,66.45,37248.8,51.8,early_morning,female,wilting,3,3.46,0
29.2,59.37,39098.7,43.69,morning,female,wilting,5,1.16,0
30.47,50.79,22619.0,59.47,morning,female,wilting,1,2.7,0
32.79,85.18,23040.5,37.11,early_morning,female,partially_open,1,2.87,0
24.68,88.62,23956.2,42.97,afternoon,female,partially_open,6,1.73,0
22.14,63.66,39967.5,57.31,afternoon,male,fully_open,2,3.45,0
23.78,63.54,10732.3,41.88,morning,male,partially_open,2,2.76,0
33.7,50.28,51668.5,63.96,afternoon,male,wilting,6,2.63,0
33.36,77.21,18458.5,54.57,morning,female,partially_open,7,0.88,0
29.77,83.02,54984.6,68.6,early_morning,male,wilting,6,1.63,0
29.81,55.86,16061.6,77.41,morning,male,fully_open,2,1.74,0
30.65,56.39,44262.7,35.79,early_morning,female,fully_open,2,2.93,0
24.28,81.6,18500.4,46.73,afternoon,male,wilting,6,2.47,0
33.89,74.65,11799.8,45.98,noon,female,partially_open,2,0.34,0
27.44,51.79,49121.9,37.56,noon,female,partially_open,1,1.23,0
26.98,74.9,48361.3,70.52,noon,male,closed,6,1.89,0
28.75,62.36,26967.8,67.99,morning,female,fully_open,2,2.95,1
22.61,64.75,41012.6,54.22,noon,female,fully_open,4,2.97,0
24.16,80.79,34182.1,56.89,morning,male,wilting,6,1.96,0
31.59,82.44,48088.9,32.98,afternoon,female,closed,1,0.47,0
23.08,66.01,22807.6,57.78,early_morning,female,partially_open,7,1.17,0
29.84,87.89,32612.6,69.57,noon,male,wilting,1,1.02,0
25.19,66.26,30812.5,58.69,morning,male,partially_open,3,3.12,0
27.06,80.87,24633.6,43.27,afternoon,male,partially_open,3,0.72,0
25.75,69.36,49898.4,63.38,afternoon,male,partially_open,7,1.86,0
26.62,85.9,15796.3,48.07,noon,male,closed,0,2.68,0
31.35,86.31,15026.9,57.24,afternoon,female,fully_open,8,3.86,0
25.86,53.5,35114.7,54.38,afternoon,male,fully_open,5,4.0,0
29.36,87.46,38902.2,49.06,afternoon,female,partially_open,3,3.81,0
28.19,83.02,17147.1,65.94,morning,male,closed,5,2.87,0
30.63,81.65,26363.7,74.19,afternoon,male,partially_open,5,2.99,0
34.18,58.04,52488.5,30.26,afternoon,female,partially_open,8,3.04,0
31.52,82.2,19591.0,76.68,afternoon,female,wilting,3,3.45,0
24.79,84.01,39413.0,55.58,afternoon,male,closed,7,3.81,0
22.41,61.57,42787.0,65.04,afternoon,male,closed,0,1.78,0
25.41,88.09,29062.0,72.78,morning,female,fully_open,5,1.67,1
29.74,51.99,52063.7,53.36,afternoon,male,fully_open,4,1.84,0
22.67,56.0,42622.9,71.75,afternoon,male,partially_open,2,2.64,0
28.45,71.5,29522.5,38.88,early_morning,male,wilting,3,3.1,0
29.76,73.03,34758.8,37.96,afternoon,female,wilting,7,3.48,0
26.35,75.81,40552.8,62.87,afternoon,male,wilting,9,1.82,0
32.02,50.68,35832.9,73.51,morning,male,partially_open,1,1.45,0
23.39,88.41,49298.8,74.62,afternoon,male,fully_open,7,3.93,0
22.98,51.78,24773.8,62.19,morning,female,closed,6,0.93,0
31.47,55.72,22094.6,56.27,noon,male,partially_open,0,0.89,0
28.44,50.56,18050.4,46.57,afternoon,male,wilting,1,2.86,0
30.95,72.67,9775.8,79.0,early_morning,male,wilting,6,0.72,0
27.65,87.29,10021.7,45.98,morning,male,partially_open,2,1.6,0
25.2,76.64,48892.6,67.21,noon,female,wilting,1,1.17,0
32.65,82.91,39884.5,56.6,early_morning,female,closed,0,0.67,0
32.39,50.53,39045.0,60.43,morning,female,partially_open,6,2.32,0
31.03,71.68,36888.2,49.67,noon,female,closed,2,1.49,0
25.54,68.38,47913.3,78.24,early_morning,female,fully_open,5,1.85,1
29.67,69.96,30572.5,58.58,afternoon,male,wilting,9,0.78,0
26.69,52.89,48909.3,76.89,early_morning,female,wilting,7,3.07,0
23.19,77.38,24893.9,30.38,early_morning,male,fully_open,5,1.26,0
33.93,70.13,51555.3,58.63,early_morning,female,fully_open,6,1.37,0
23.78,80.61,40836.9,65.86,morning,male,fully_open,5,1.01,0
34.35,69.41,20087.3,67.25,afternoon,female,wilting,6,1.74,0
27.8,55.98,34512.0,75.25,afternoon,male,fully_open,4,1.85,0
24.41,75.93,33052.4,30.22,morning,female,partially_open,8,2.12,0
29.04,56.9,14481.2,30.02,early_morning,female,fully_open,2,3.87,1
33.35,84.9,35788.4,53.61,afternoon,female,partially_open,5,3.62,0
31.52,74.52,22794.9,31.46,early_morning,female,partially_open,8,2.44,0
32.49,56.29,10460.4,78.73,afternoon,male,closed,0,0.16,0
30.56,88.49,52586.8,41.1,morning,male,partially_open,4,2.45,0
31.0,70.73,38150.0,53.63,noon,female,partially_open,3,0.36,0
33.04,52.92,49215.2,33.06,early_morning,female,fully_open,8,2.84,0
25.25,75.07,39774.6,56.1,afternoon,male,wilting,0,1.56,0
28.36,60.13,24778.2,49.0,afternoon,male,fully_open,3,3.35,0
24.88,82.15,32096.3,32.23,afternoon,male,closed,0,3.77,0
34.84,82.71,39760.1,46.76,morning,male,closed,2,1.67,0
34.27,89.16,53131.9,49.57,morning,male,wilting,3,1.84,0
22.51,70.07,19922.5,79.5,noon,male,partially_open,0,2.36,0
31.17,68.2,49123.9,40.39,morning,male,closed,4,0.79,0
34.03,80.14,51431.7,57.24,early_morning,male,wilting,5,3.71,0
24.35,55.3,39509.5,79.37,morning,male,fully_open,0,1.73,0
29.38,71.88,51769.5,69.6,afternoon,male,fully_open,9,0.67,0
33.9,71.85,26700.3,79.67,early_morning,male,fully_open,9,3.05,0
22.44,53.58,52791.8,78.41,morning,female,partially_open,3,0.88,0
31.07,66.72,41030.8,54.48,early_morning,male,partially_open,3,0.57,0
25.87,84.13,9974.3,64.82,early_morning,female,wilting,0,2.25,0
34.02,84.25,50623.0,35.52,morning,female,closed,1,2.69,0
34.62,53.97,30770.2,52.06,early_morning,male,fully_open,9,2.28,0
34.28,53.63,29635.4,70.45,afternoon,male,partially_open,4,2.63,0
28.16,60.51,34623.9,55.27,afternoon,male,partially_open,1,0.46,0
33.21,84.99,15021.1,65.13,morning,male,closed,2,1.9,0
32.98,55.16,30050.8,67.29,morning,male,fully_open,8,1.43,0
26.15,78.8,47063.0,42.67,afternoon,male,fully_open,4,3.89,0
32.78,54.05,8727.7,73.78,morning,female,closed,0,0.2,0
22.48,74.93,20827.1,52.99,afternoon,male,wilting,4,1.19,0
29.75,64.24,8115.4,40.51,early_morning,female,wilting,2,3.77,0
24.99,81.56,27538.4,73.27,morning,male,closed,0,3.93,0
23.57,59.35,42230.8,50.89,noon,female,closed,2,3.3,0
23.0,75.57,45542.3,67.52,afternoon,male,wilting,5,0.3,0
31.05,59.43,52423.9,57.4,afternoon,male,closed,9,2.25,0
26.42,78.55,36599.7,49.09,early_morning,male,fully_open,4,1.6,0
31.42,84.95,19967.5,70.49,noon,female,wilting,0,3.23,0
22.85,55.07,51435.0,59.22,noon,male,wilting,1,0.22,0
26.1,84.66,44439.8,49.53,noon,female,wilting,4,0.79,0
29.01,73.74,34998.1,35.48,afternoon,female,fully_open,8,1.96,0
32.28,55.08,40695.1,74.77,afternoon,female,closed,4,0.63,0
26.14,67.1,51442.9,31.77,noon,male,partially_open,4,2.77,0
30.14,56.43,41482.5,73.16,morning,female,partially_open,0,3.28,0
33.52,78.01,25313.6,48.0,noon,female,fully_open,4,2.82,0
30.01,80.35,41512.3,61.97,early_morning,male,fully_open,7,1.76,0
25.03,54.23,9893.1,76.11,noon,male,closed,8,3.51,0
22.32,70.25,26161.5,37.59,noon,female,partially_open,9,0.55,0
33.31,82.59,27097.2,58.35,noon,female,wilting,2,1.04,0
22.28,87.45,15841.4,68.22,morning,male,fully_open,3,1.96,0
33.37,70.54,9085.0,67.88,noon,female,partially_open,6,0.25,0
28.88,88.01,14268.9,56.28,noon,male,wilting,6,0.38,0
34.21,71.43,38767.2,61.24,afternoon,male,wilting,0,1.59,0
32.38,65.77,45707.6,67.88,noon,male,closed,5,3.78,0
34.97,83.93,54445.6,72.05,early_morning,male,fully_open,8,3.63,0
26.56,69.72,24279.1,68.09,afternoon,female,wilting,4,1.86,0
31.97,68.88,36170.8,47.7,morning,male,fully_open,7,0.57,0
27.23,69.61,52045.8,79.84,afternoon,male,partially_open,9,0.71,0
28.24,83.87,15851.0,51.73,morning,male,partially_open,8,1.51,0
30.16,83.28,41729.3,31.22,morning,male,fully_open,9,0.84,0
33.36,66.14,43484.0,48.13,early_morning,female,wilting,9,0.33,0
34.79,63.33,12181.9,36.39,noon,female,wilting,2,2.7,0
31.99,69.68,48478.7,36.07,early_morning,male,partially_open,0,2.33,0
27.43,72.91,46215.9,44.08,afternoon,female,wilting,1,1.17,0
27.48,59.53,9569.9,32.67,morning,male,wilting,4,3.12,0
31.59,81.76,12281.0,64.43,afternoon,female,partially_open,9,3.1,0
25.1,69.46,10309.0,33.7,morning,female,closed,6,1.96,0
23.44,63.36,23732.9,40.16,afternoon,male,partially_open,5,0.39,0
26.61,54.27,31936.6,34.64,morning,female,fully_open,3,3.67,1
25.73,59.55,33020.3,33.16,early_morning,male,closed,8,2.67,0
25.85,87.97,20580.3,43.39,morning,male,fully_open,3,0.99,0
25.04,62.2,50845.1,58.59,noon,male,closed,2,2.44,0
22.55,56.75,25308.4,78.23,early_morning,female,closed,4,1.62,0
22.23,68.43,10140.9,73.78,noon,male,partially_open,3,2.54,0
34.84,62.28,22110.7,73.8,afternoon,female,partially_open,1,1.9,0
27.56,51.41,32962.1,38.8,afternoon,female,fully_open,2,1.94,0
27.0,62.93,27186.4,43.25,morning,male,partially_open,6,2.94,0
30.84,71.76,20870.6,33.82,morning,male,closed,1,2.45,0
24.84,72.07,14172.2,68.92,afternoon,female,partially_open,0,0.32,0
34.35,64.26,46500.7,33.49,early_morning,male,fully_open,1,0.26,0
32.22,67.89,54818.8,57.83,noon,male,closed,7,1.22,0
23.16,88.62,23488.5,42.39,afternoon,female,fully_open,7,1.72,0
27.43,65.09,25936.2,42.17,early_morning,female,wilting,9,1.1,0
33.43,60.33,37047.8,79.54,noon,male,partially_open,1,2.61,0
34.28,59.74,41766.7,67.84,morning,female,closed,5,0.78,0
28.08,68.31,26425.4,71.85,early_morning,male,fully_open,6,2.82,0
29.97,80.38,50531.7,58.6,early_morning,male,partially_open,0,3.09,0
24.17,58.24,34320.2,73.55,afternoon,female,partially_open,6,0.5,0
34.89,78.37,29168.3,62.27,noon,female,fully_open,7,2.6,0
25.01,50.85,38393.6,77.31,afternoon,male,closed,8,3.85,0
34.26,66.76,52781.8,44.07,morning,male,fully_open,7,0.77,0
30.45,81.03,45344.0,59.77,morning,female,partially_open,2,3.64,0
29.9,63.55,9880.6,64.51,noon,male,fully_open,7,2.42,0
28.66,72.55,23618.6,49.65,noon,male,wilting,2,2.36,0
25.0,58.2,30115.6,73.99,noon,male,partially_open,5,0.21,0
24.29,79.68,22782.3,78.99,afternoon,female,closed,3,2.99,0
24.87,52.09,40908.8,54.69,noon,male,wilting,6,1.91,0
24.42,84.1,46834.7,49.53,noon,male,fully_open,7,2.88,0
32.13,57.93,42373.2,53.6,afternoon,male,closed,9,3.24,0
26.55,84.98,54498.7,72.64,morning,male,wilting,5,2.1,0
22.75,64.1,20809.7,62.27,morning,male,fully_open,9,1.05,0
34.6,78.91,49124.5,32.24,early_morning,male,wilting,3,0.57,0
33.49,62.77,44031.3,57.11,morning,male,partially_open,7,0.64,0
34.06,86.24,25022.4,30.87,noon,female,closed,6,3.47,0
34.93,55.07,42503.9,68.93,morning,male,wilting,9,0.49,0
24.26,57.14,12891.6,46.42,afternoon,male,partially_open,7,1.54,0
27.15,69.72,45098.7,53.6,morning,female,fully_open,9,1.34,1
31.86,53.28,33019.5,69.93,morning,female,partially_open,6,3.46,0
31.05,57.84,21737.6,32.32,early_morning,female,fully_open,2,1.91,0
24.0,87.75,38821.5,37.93,early_morning,male,closed,2,3.99,0
32.61,89.06,38156.1,49.9,noon,male,partially_open,8,2.95,0
24.92,65.05,17845.9,41.5,afternoon,female,partially_open,6,3.4,0
24.91,86.93,9428.7,46.9,noon,female,fully_open,0,0.39,0
28.98,71.79,28380.3,79.91,afternoon,male,wilting,2,1.01,0
29.71,60.79,34767.1,71.27,afternoon,male,fully_open,0,0.54,0
29.54,78.1,49200.4,74.2,early_morning,female,wilting,5,1.85,0
23.19,76.36,51626.2,76.85,morning,male,fully_open,1,2.87,0
33.41,89.57,32853.8,47.05,morning,male,closed,6,0.68,0
25.45,60.6,43428.8,44.85,early_morning,male,wilting,7,0.52,0
23.68,76.88,28647.3,41.7,noon,female,partially_open,5,2.46,0
33.55,52.08,43065.9,71.51,morning,female,wilting,4,0.92,0
34.42,54.55,17625.7,63.98,noon,female,fully_open,9,1.92,0
33.21,50.16,25440.0,41.81,morning,male,fully_open,3,0.2,0
32.52,89.98,37808.7,48.85,noon,male,wilting,8,2.72,0
30.52,82.09,8853.4,55.34,afternoon,male,partially_open,7,2.17,0
29.16,81.47,41955.7,56.41,afternoon,female,closed,4,2.59,0
23.13,70.39,47270.2,74.44,morning,female,partially_open,0,1.1,0
27.31,62.0,26759.7,49.03,noon,female,wilting,7,1.11,0
26.84,56.05,29053.3,75.43,noon,male,fully_open,7,3.21,0
25.38,61.39,48010.3,52.07,afternoon,female,partially_open,6,2.87,0
31.4,65.04,44455.8,67.32,noon,male,fully_open,6,2.32,0
28.45,80.25,21543.0,76.51,early_morning,male,fully_open,7,2.51,0
23.05,71.59,23226.9,75.38,noon,male,partially_open,0,0.38,0
24.86,53.1,39907.3,32.85,afternoon,male,wilting,2,3.42,0
30.88,50.72,34470.3,40.29,early_morning,female,partially_open,3,3.08,0
22.99,54.09,15624.8,53.85,early_morning,male,closed,5,2.36,0
33.07,66.42,22566.7,51.58,noon,female,fully_open,9,3.67,0
28.44,87.33,50299.2,62.04,afternoon,male,fully_open,9,0.67,0
28.25,75.5,40344.2,77.24,afternoon,male,wilting,8,2.75,0
29.7,82.07,54340.8,35.62,afternoon,male,fully_open,3,3.85,0
32.72,68.65,44049.6,52.59,early_morning,male,fully_open,5,1.24,0
26.52,64.47,52272.8,39.62,afternoon,male,fully_open,8,0.06,0
30.81,54.34,18160.9,74.71,early_morning,male,partially_open,8,2.94,0
29.35,85.04,44259.8,78.23,early_morning,male,fully_open,5,0.03,0
25.47,81.33,8950.2,53.94,morning,female,partially_open,4,3.49,0
33.42,56.72,39525.7,35.2,noon,female,wilting,2,0.23,0
32.37,70.49,30056.3,69.26,afternoon,female,closed,4,2.61,0
30.56,69.49,24297.7,64.86,early_morning,male,fully_open,2,1.51,0
